x_DAC	y_DAC
1293	967
1240	952
1266	941
1208	982
1208	900
1267	836
1191	788
1188	791
1244	816
1330	740
1287	656
1365	670
1326	753
1273	756
1293	742
1290	837
1260	894
1262	830
1360	807
1284	833
1197	891
1253	862
1202	894
1284	796
1346	773
1254	714
1181	675
1136	656
1183	561
1107	541
1049	588
1085	596
999	547
922	569
982	473
995	499
1007	464
979	560
976	637
956	709
916	700
887	716
966	617
977	605
1008	633
1003	556
1072	572
999	669
1027	663
1013	571
1106	575
1025	558
988	509
1007	422
929	358
947	356
911	308
848	385
937	288
840	377
897	385
970	356
1010	444
910	485
922	527
964	585
947	617
1007	609
1029	545
1050	613
1005	545
963	553
940	580
870	675
870	711
809	772
909	760
983	740
965	789
931	886
845	889
925	884
941	784
856	744
835	838
770	814
844	731
903	797
862	829
874	831
866	784
930	846
832	862
830	894
928	956
878	864
922	834
823	843
903	788
929	758
833	742
897	688
885	729
950	765
917	819
852	719
951	726
953	637
937	650
1021	553
966	477
963	538
980	487
1011	407
998	475
1005	560
970	633
1046	631
1107	660
1180	628
1156	554
1172	546
1197	638
1165	686
1195	686
1129	715
1165	695
1223	683
1232	673
1277	746
1356	765
1386	697
1352	629
1361	535
1310	453
1399	545
1460	592
1418	609
1369	682
1285	630
1229	629
1131	650
1087	614
1128	610
1206	525
1167	606
1092	506
1060	593
1150	615
1192	694
1122	709
1023	669
1021	758
970	798
1051	852
1057	812
1097	830
1134	758
1176	790
1275	833
1371	809
1363	880
1450	859
1503	822
1424	910
1391	820
1327	783
1282	857
1232	819
1144	755
1162	669
1189	703
1155	658
1230	685
1296	687
1245	729
1290	780
1239	822
1299	799
1223	730
1252	762
1296	788
1287	858
1260	771
1315	820
1414	830
1339	802
1352	714
1317	649
1254	673
1162	663
1177	713
1150	682
1234	609
1234	705
1309	615
1232	684
1170	764
1125	843
1150	753
1144	771
1051	708
1133	627
1148	576
1115	627
1166	575
1081	632
1181	563
1172	473
1143	471
1168	511
1197	526
1215	451
1158	530
1239	504
1303	557
1367	567
1346	536
1368	565
1391	592
1298	570
1239	511
1258	412
1177	434
1077	529
1150	566
1223	560
1204	626
1144	546
1201	523
1114	587
1038	554
1128	641
1122	707
1211	766
1241	732
1252	722
1250	779
1297	690
1321	686
1344	664
1308	670
1230	725
1141	666
1220	625
1229	641
1210	695
1220	621
1140	633
1112	673
1150	650
1217	643
1281	652
